entry_number,entry_date,description,org_id
2344.0,2024-06-30 00:00:00,رسوم تحويل لبنك محلي لحسام ندير,d5789445-11e3-4ad6-9297-b565216751141
2345.0,2024-07-01 00:00:00,الي ح/ النقديه (سلفيه من راتب الغفير احمد الصعيدي عن شهر 6 ,d5789445-11e3-4ad6-9297-b565216751141
2346.0,2024-07-04 00:00:00,دفعه من حساب شركه نور الدين لتوريد الكهرباء,d5789445-11e3-4ad6-9297-b565216751141
2347.0,2024-07-07 00:00:00,الي ح/ النقديه (رواتب الغفر عن شهر 6,d5789445-11e3-4ad6-9297-b565216751141
2348.0,2024-07-14 00:00:00,الي ح/ النقديه (سلفيه من راتب حسام ندير عن شهر 7,d5789445-11e3-4ad6-9297-b565216751141
2349.0,2024-07-18 00:00:00,دفعه من حساب شركه نور الدين لتوريد الكهرباء,d5789445-11e3-4ad6-9297-b565216751141
2350.0,2024-07-25 00:00:00,دفعه من حساب العماله علي 3مرات,d5789445-11e3-4ad6-9297-b565216751141
2351.0,2024-07-28 00:00:00,دفعه من مستخلص صحي علي فرج,d5789445-11e3-4ad6-9297-b565216751141
2352.0,2024-08-01 00:00:00,دفعه من حساب مورد البلاط اسماعيل ,d5789445-11e3-4ad6-9297-b565216751141
2353.0,2024-08-07 00:00:00,دفعه من مستخلص نقاشه عبد الحميد,d5789445-11e3-4ad6-9297-b565216751141
2354.0,2024-08-13 00:00:00,دفعه من حساب شركه الفاتراست للوحات,d5789445-11e3-4ad6-9297-b565216751141
2355.0,2024-08-18 00:00:00,شكاره جروت +اديبوند لاعمده 41,d5789445-11e3-4ad6-9297-b565216751141
2356.0,2024-08-22 00:00:00,مياه للموقع,d5789445-11e3-4ad6-9297-b565216751141
2357.0,2024-08-28 00:00:00,سلفيه من راتب ا حسن عن شهر 8,d5789445-11e3-4ad6-9297-b565216751141
2358.0,2024-08-29 00:00:00,دفعه من حساب شركه نور الدين لتوريد الكهرباء,d5789445-11e3-4ad6-9297-b565216751141
2359.0,2024-09-02 00:00:00,قلام وفيلات للمكتب الفني ا,d5789445-11e3-4ad6-9297-b565216751141
2360.0,2024-09-03 00:00:00,دفعه من حساب سركي العماله ,d5789445-11e3-4ad6-9297-b565216751141
2361.0,2024-09-05 00:00:00,تعتيق 15 بلته سيراميك لعماره 29,d5789445-11e3-4ad6-9297-b565216751141
2362.0,2024-09-09 00:00:00,تامينات جاري 22/24/التعويضات,d5789445-11e3-4ad6-9297-b565216751141
2363.0,2024-09-12 00:00:00,دفعه من حساب شركه نور الدين لتوريد الكهرباء,d5789445-11e3-4ad6-9297-b565216751141
2364.0,2024-09-19 00:00:00,باقي رواتب الغفر عن شهر 8,d5789445-11e3-4ad6-9297-b565216751141
2365.0,2024-09-23 00:00:00,شراء خشب من عبده الجزار 235 لوح *4.5م*10سم*2.5سم+222لوح*4.5م*12سم*2.5سم+مضاريف الخزن 1150ج+280ج من المره اللي فاتت,d5789445-11e3-4ad6-9297-b565216751141
2366.0,2024-09-23 00:00:00,(مرتجع فاتوره السباكه بتاريخ 12/9),d5789445-11e3-4ad6-9297-b565216751141
2367.0,2024-09-26 00:00:00,سلفيه من راب شهر 9 ا حسام ندير ,d5789445-11e3-4ad6-9297-b565216751141
2368.0,2024-10-03 00:00:00,دفعه من حساب مياه مصطفي كرم,d5789445-11e3-4ad6-9297-b565216751141
2369.0,2024-10-09 00:00:00,دفعه من حساب الاتحاد العربي,d5789445-11e3-4ad6-9297-b565216751141
2370.0,2024-10-14 00:00:00,شراء كيسه لكمبيوتر المحاسب +كيبورد,d5789445-11e3-4ad6-9297-b565216751141
2371.0,2024-10-15 00:00:00,بنزين سياره ا علي ,d5789445-11e3-4ad6-9297-b565216751141
2372.0,2024-10-18 00:00:00,دفعه من مستخلص نجاره كريم ,d5789445-11e3-4ad6-9297-b565216751141
2373.0,2024-10-21 00:00:00,فرمجه سقف الدور الثالث علوي عماره 41,d5789445-11e3-4ad6-9297-b565216751141
2374.0,2024-10-22 00:00:00,دفعه من ح ايجار القمط ,d5789445-11e3-4ad6-9297-b565216751141
2375.0,2024-10-26 00:00:00,اوبر للموظفين ذهاب وعوده للموقع,d5789445-11e3-4ad6-9297-b565216751141
2376.0,2024-10-27 00:00:00,من ح سلف / استاذ حسام من راتب شهر 10,d5789445-11e3-4ad6-9297-b565216751141
2377.0,2024-10-28 00:00:00,من ح اوبر ذهاب وعوده للموظفين,d5789445-11e3-4ad6-9297-b565216751141
2378.0,2024-10-30 00:00:00,من ح اكراميه تنزيل اسمنت,d5789445-11e3-4ad6-9297-b565216751141
2379.0,2024-10-31 00:00:00,باقي حساب بيتوميل للموقع,d5789445-11e3-4ad6-9297-b565216751141
2380.0,2024-11-04 00:00:00,بنزين للموقع ,d5789445-11e3-4ad6-9297-b565216751141
2381.0,2024-11-05 00:00:00,دفعه من ح العزل,d5789445-11e3-4ad6-9297-b565216751141
2382.0,2024-11-09 00:00:00,دفعه من ح (شركه نور الدين ),d5789445-11e3-4ad6-9297-b565216751141
2383.0,2024-11-11 00:00:00,مصاريف بوفيه ( شاي وسكر),d5789445-11e3-4ad6-9297-b565216751141
2384.0,2024-11-13 00:00:00,ملئ انبوبه الغاز للموظفين ,d5789445-11e3-4ad6-9297-b565216751141
2385.0,2024-11-17 00:00:00,دفعه من مستخلص / رامي البنا,d5789445-11e3-4ad6-9297-b565216751141
2386.0,2024-11-18 00:00:00,2كيلو مسمار 10 سم لصواعد عماره 29,d5789445-11e3-4ad6-9297-b565216751141
2387.0,2024-11-25 00:00:00,فرق في حساب المفارش ,d5789445-11e3-4ad6-9297-b565216751141
2388.0,2024-11-26 00:00:00,مصاريف بوفيه,d5789445-11e3-4ad6-9297-b565216751141
2389.0,2024-12-08 00:00:00,دفعه من ح الفا تراست (كهرباء),d5789445-11e3-4ad6-9297-b565216751141
2390.0,2024-12-09 00:00:00,سياره الاستشاري عن شهر 11,d5789445-11e3-4ad6-9297-b565216751141
2391.0,2024-12-11 00:00:00,اكراميات ف التامينات,d5789445-11e3-4ad6-9297-b565216751141
2392.0,2024-12-16 00:00:00,دفعه من ح العماله,d5789445-11e3-4ad6-9297-b565216751141
2393.0,2024-12-17 00:00:00,سهره الاستشاري لاستلام عنصر الحداده,d5789445-11e3-4ad6-9297-b565216751141
2394.0,2024-12-18 00:00:00,ايجار شقه المهندس محمد مشرف,d5789445-11e3-4ad6-9297-b565216751141
2395.0,2024-12-21 00:00:00,دفعه من ح امير,d5789445-11e3-4ad6-9297-b565216751141
2396.0,2024-12-23 00:00:00,2 قارورة مياه للموقع,d5789445-11e3-4ad6-9297-b565216751141
2398.0,2024-12-25 00:00:00,مكتبين + دولاب ,d5789445-11e3-4ad6-9297-b565216751141
2399.0,2024-12-26 00:00:00,5سلك رباط( للموقع) يوم 10/8/2024,d5789445-11e3-4ad6-9297-b565216751141
2400.0,2024-12-31 00:00:00,اكراميات ف الجهاز,d5789445-11e3-4ad6-9297-b565216751141
2401.0,2025-01-01 00:00:00,محبس سيراميكا ,d5789445-11e3-4ad6-9297-b565216751141
2402.0,2025-01-04 00:00:00,10 بكرات تيب 5 سم ,d5789445-11e3-4ad6-9297-b565216751141
2403.0,2025-01-05 00:00:00,اكراميه تنزيل ماده,d5789445-11e3-4ad6-9297-b565216751141
2404.0,2025-01-06 00:00:00,10لفه سلك رباط*825,d5789445-11e3-4ad6-9297-b565216751141
2405.0,2025-01-07 00:00:00,بنزين للموقع,d5789445-11e3-4ad6-9297-b565216751141
2406.0,2025-01-12 00:00:00,اكراميه في الجهاز,d5789445-11e3-4ad6-9297-b565216751141
2407.0,2025-01-13 00:00:00,مياه للموقع,d5789445-11e3-4ad6-9297-b565216751141
2408.0,2025-01-14 00:00:00,مواصلات لوسط البلد لشراء السفاتي,d5789445-11e3-4ad6-9297-b565216751141
2409.0,2025-01-15 00:00:00,تحريب 2 لفه حديد *1100,d5789445-11e3-4ad6-9297-b565216751141
2410.0,2025-01-16 00:00:00,سلفه من راتب م/ مصطفي,d5789445-11e3-4ad6-9297-b565216751141
2411.0,2025-01-18 00:00:00,الفرمجي لصب عامود الرابع 36,d5789445-11e3-4ad6-9297-b565216751141
2412.0,2025-01-23 00:00:00,سهره الاستشاري / صب العمود الرابع 36,d5789445-11e3-4ad6-9297-b565216751141
2413.0,2025-01-26 00:00:00,سلفه من راتب ا/ علي شهر 1,d5789445-11e3-4ad6-9297-b565216751141
2414.0,2025-01-27 00:00:00,الفرمجي لصب سقف التاني عماره 33,d5789445-11e3-4ad6-9297-b565216751141
2415.0,2025-01-28 00:00:00,الي ح المبيعات / بيع 2 شيكاره هاي ميكس + بكره تيب,d5789445-11e3-4ad6-9297-b565216751141
2416.0,2025-01-28 00:00:00,سهره لامير عن يوم الاربعاء 29/1/2025,d5789445-11e3-4ad6-9297-b565216751141
2417.0,2025-02-01 00:00:00,مصاريف بنكيه ( عموله ),d5789445-11e3-4ad6-9297-b565216751141
2418.0,2025-02-02 00:00:00,مشتريات للجهاز ( حبر + رومه ورق),d5789445-11e3-4ad6-9297-b565216751141
2419.0,2025-02-04 00:00:00,ايجار الهزاز لصب عمدان التالت 33,d5789445-11e3-4ad6-9297-b565216751141
2420.0,2025-02-05 00:00:00,دفعه من ح ( العماله),d5789445-11e3-4ad6-9297-b565216751141
2421.0,2025-02-08 00:00:00,بنزين المهندس محمد ,d5789445-11e3-4ad6-9297-b565216751141
2422.0,2025-02-09 00:00:00,اكراميه البامب لصب سقف الرابع 44 + عمود التاني 34,d5789445-11e3-4ad6-9297-b565216751141
2423.0,2025-02-13 00:00:00,2اوبر للموظفين عوده من الموقع,d5789445-11e3-4ad6-9297-b565216751141
3341.0,2025-04-05 00:00:00,ايجار الهزاز لصب سقف الرابع 25+عامود الرابع 34,d5789445-11e3-4ad6-9297-b565216751141
3342.0,2025-04-06 00:00:00,الي ح الخزينه ( خزنه يوم 5/4/2025),d5789445-11e3-4ad6-9297-b565216751141
3343.0,2025-04-10 00:00:00,اوبر للمهندس مصطفي بعد السهره ,d5789445-11e3-4ad6-9297-b565216751141
3344.0,2025-04-13 00:00:00,تحريب 3 لفات حديد *1100+100ج زياده ع ال3 لفات,d5789445-11e3-4ad6-9297-b565216751141
3345.0,2025-04-14 00:00:00,دفعه من ح / شركه حورس للبانيوهات,d5789445-11e3-4ad6-9297-b565216751141
3346.0,2025-04-15 00:00:00,حساب تصليح الطابعه ,d5789445-11e3-4ad6-9297-b565216751141
3347.0,2025-04-17 00:00:00,عموله شراء الشقه الجديده من المكتب,d5789445-11e3-4ad6-9297-b565216751141
3384.0,2025-04-19 00:00:00,بنزين للموقع,d5789445-11e3-4ad6-9297-b565216751141
3385.0,2025-04-23 00:00:00,مواصلات الموظفين يوم 19/4,d5789445-11e3-4ad6-9297-b565216751141
3386.0,2025-04-27 00:00:00,سلفه من راتب احمد الغفير شهر 4,d5789445-11e3-4ad6-9297-b565216751141
3387.0,2025-04-30 00:00:00,شحن راوتر النت ,d5789445-11e3-4ad6-9297-b565216751141
3388.0,2025-05-01 00:00:00,ماتور كهرباء ,d5789445-11e3-4ad6-9297-b565216751141
3389.0,2025-05-01 00:00:00, الي ح النقديه (3 كيلو ماده لازق مرتجع *620,d5789445-11e3-4ad6-9297-b565216751141
3390.0,2025-05-01 00:00:00,الي ح النقديه ( فرق مرتجعات للمشتربات,d5789445-11e3-4ad6-9297-b565216751141
3391.0,2025-05-05 00:00:00,سلفه من راتب ا / حسن ,d5789445-11e3-4ad6-9297-b565216751141
3392.0,2025-05-06 00:00:00,4متر خرطوم سوستا *85,d5789445-11e3-4ad6-9297-b565216751141
3393.0,2025-05-08 00:00:00,اوبر للموظقين بعد السهره ,d5789445-11e3-4ad6-9297-b565216751141
3394.0,2025-05-10 00:00:00,باقي دفعه سركي العماله ,d5789445-11e3-4ad6-9297-b565216751141
3395.0,2025-05-12 00:00:00,بنزين للموقع ,d5789445-11e3-4ad6-9297-b565216751141
3396.0,2025-05-13 00:00:00,2 كيس ميداليه بلاستيك * 125,d5789445-11e3-4ad6-9297-b565216751141
3397.0,2025-05-14 00:00:00,اكراميه سياره السيراميك,d5789445-11e3-4ad6-9297-b565216751141
3398.0,2025-05-17 00:00:00,دفعه من مستخلص ( شركه الهدي,d5789445-11e3-4ad6-9297-b565216751141
3399.0,2025-05-18 00:00:00,لوحه خدمه * 345,d5789445-11e3-4ad6-9297-b565216751141
3400.0,2025-05-18 00:00:00,الي ح النقديه ( بيع 25 برميل خرده * 225,d5789445-11e3-4ad6-9297-b565216751141
3401.0,2025-05-22 00:00:00,دفعه من ح /  الاتحاد العربي,d5789445-11e3-4ad6-9297-b565216751141
3402.0,2025-05-25 00:00:00,مصاريف بوفيه للاستشاري ,d5789445-11e3-4ad6-9297-b565216751141
3403.0,2025-05-29 00:00:00,2 قاروره مياه ,d5789445-11e3-4ad6-9297-b565216751141
3404.0,2025-05-31 00:00:00,ضيافه مع استاذ علي,d5789445-11e3-4ad6-9297-b565216751141
3405.0,2025-06-01 00:00:00,سلفه من راتب ا / حسن النديم ,d5789445-11e3-4ad6-9297-b565216751141
3406.0,2025-06-04 00:00:00,وجبه غداء للمهندس مصطفي + استاذ مروان بعد سهره المطالبه +المستخلصات,d5789445-11e3-4ad6-9297-b565216751141
3407.0,2025-06-15 00:00:00,2 قاروره مياه + بوفيه ,d5789445-11e3-4ad6-9297-b565216751141
3408.0,2025-06-18 00:00:00,2قاروره مياه,d5789445-11e3-4ad6-9297-b565216751141
3409.0,2025-06-21 00:00:00,رد جزء من السلفه للاستاذ مروان,d5789445-11e3-4ad6-9297-b565216751141
3410.0,2025-06-25 00:00:00,نثريات ف الجهاز,d5789445-11e3-4ad6-9297-b565216751141
3411.0,2025-06-29 00:00:00,دفعه من ح / توريد ابوعوده توريد رمل,d5789445-11e3-4ad6-9297-b565216751141
3412.0,2025-07-05 00:00:00,دفعه من ح / توريد ابوعوده توريد رمل,d5789445-11e3-4ad6-9297-b565216751141
3413.0,2025-07-09 00:00:00,مياه + مصاريف بوفيه ,d5789445-11e3-4ad6-9297-b565216751141
3414.0,2025-07-09 00:00:00,الي ح النقديه ( وارد بتقي حساب عند شركه المعمار ),d5789445-11e3-4ad6-9297-b565216751141
3415.0,2025-07-13 00:00:00,ايجار شقه الموظفين شهر 7,d5789445-11e3-4ad6-9297-b565216751141
3416.0,2025-07-17 00:00:00,اكراميات ف الجهاز + شراء 4 كوبايات قهوه من الجهاز ,d5789445-11e3-4ad6-9297-b565216751141
3417.0,2025-07-19 00:00:00,دفعه من ح / امير سياره ,d5789445-11e3-4ad6-9297-b565216751141
3418.0,2025-07-20 00:00:00,جزء من رواتب الموظفين شهر 6,d5789445-11e3-4ad6-9297-b565216751141
3419.0,2025-07-20 00:00:00,من ح ( مبيعات المخزون ) ,d5789445-11e3-4ad6-9297-b565216751141
3420.0,2025-07-23 00:00:00,اكراميات في الجهاز ,d5789445-11e3-4ad6-9297-b565216751141
3421.0,2025-07-28 00:00:00,دفعه من سركي العماله ,d5789445-11e3-4ad6-9297-b565216751141
3422.0,2025-07-30 00:00:00,من ح النقديه ( تحويل لشركه الفتح لتوريد الاسمنت ) ,d5789445-11e3-4ad6-9297-b565216751141
3423.0,2025-07-31 00:00:00,دفعه من ح اسماعيل فرج مزايكو ,d5789445-11e3-4ad6-9297-b565216751141
3424.0,2025-08-02 00:00:00,اكراميه سياره الاسمنت ,d5789445-11e3-4ad6-9297-b565216751141
3425.0,2025-08-04 00:00:00,2 كيلو مسمار سن صاج 5 سم,d5789445-11e3-4ad6-9297-b565216751141
3426.0,2025-08-04 00:00:00,الي ح النقديه ( مرتجع 144 بنه دش * 5 ) ,d5789445-11e3-4ad6-9297-b565216751141
3427.0,2025-08-06 00:00:00,ملئ انبوبه للغفر في شهر 6,d5789445-11e3-4ad6-9297-b565216751141
3428.0,2025-08-09 00:00:00,دفعه من ح / كابيتال بلاست لتوريد اكسسوارات الكهرباء ,d5789445-11e3-4ad6-9297-b565216751141
3429.0,2025-08-10 00:00:00,اوبر للموقع ذهاب وعوده لبيع الكرفان ,d5789445-11e3-4ad6-9297-b565216751141
3430.0,2025-08-13 00:00:00,دفعه من ح / توريد ابوعوده توريد رمل,d5789445-11e3-4ad6-9297-b565216751141
3431.0,2025-08-13 00:00:00,الي ح النقديه ( كيلو صاموله 10 سم * 70,d5789445-11e3-4ad6-9297-b565216751141
3432.0,2025-08-16 00:00:00,فرمجه عامود الخامس 35,d5789445-11e3-4ad6-9297-b565216751141
3433.0,2025-08-18 00:00:00,ايجار شقه الموظفين شهر 8,d5789445-11e3-4ad6-9297-b565216751141
3434.0,2025-08-18 00:00:00,الي ح النقديه (ارجاع  2 كرتونه تيب * 400 ),d5789445-11e3-4ad6-9297-b565216751141
3435.0,2025-08-20 00:00:00,دفعه من ح  / احمد عاطف لتوريد الحلوق,d5789445-11e3-4ad6-9297-b565216751141
3436.0,2025-08-23 00:00:00,كرتات + بنزين استاذ علي,d5789445-11e3-4ad6-9297-b565216751141
3437.0,2025-08-25 00:00:00,قارورة مياه ,d5789445-11e3-4ad6-9297-b565216751141
3457.0,2025-10-08 00:00:00,شحن فاتورة كهرباء شقه الموظفين ,d5789445-11e3-4ad6-9297-b565216751141
3458.0,2025-10-12 00:00:00,مصاريف م مصطفي في مشوار العاصمه ( دمغات + مواصلات ),d5789445-11e3-4ad6-9297-b565216751141
3459.0,2025-10-18 00:00:00,قاروره مياه ,d5789445-11e3-4ad6-9297-b565216751141
3460.0,2025-10-22 00:00:00, 2 قاروره مياه ,d5789445-11e3-4ad6-9297-b565216751141
3461.0,2025-10-22 00:00:00,الي ح النقديه ( وارد بيع خرده ),d5789445-11e3-4ad6-9297-b565216751141
3462.0,2025-10-30 00:00:00, 2 قاروره مياه ,d5789445-11e3-4ad6-9297-b565216751141
3463.0,2025-08-05 00:00:00,توريد حديد الريناد لتجارة مواد البناء,d5789445-11e3-4ad6-9297-b565216751141
3464.0,2025-05-05 00:00:00,توريد اكسسوارات كهرباء  احمد عاطف لتوريد حلوق,d5789445-11e3-4ad6-9297-b565216751141
3464.0,2025-08-05 00:00:00,دفعه من مستخلص / احمد مورد الحلوق,d5789445-11e3-4ad6-9297-b565216751141
3465.0,2025-08-06 00:00:00,عهدة موقع,d5789445-11e3-4ad6-9297-b565216751141
3466.0,2025-08-07 00:00:00,عهدة موقع,d5789445-11e3-4ad6-9297-b565216751141
3467.0,2025-08-07 00:00:00,رد سلفية من الحدائق للمنصورة,d5789445-11e3-4ad6-9297-b565216751141
3468.0,2025-08-11 00:00:00,سلفية م محمود عاشور,d5789445-11e3-4ad6-9297-b565216751141
3469.0,2025-08-11 00:00:00,اخراج جزء من راس المال 2.5 مليون,d5789445-11e3-4ad6-9297-b565216751141
3470.0,2025-08-10 00:00:00,بيع اصول ( كرفانات),d5789445-11e3-4ad6-9297-b565216751141
3471.0,2025-08-10 00:00:00,عهدة موقع,d5789445-11e3-4ad6-9297-b565216751141
3472.0,2025-08-12 00:00:00,توريد خرسانة من هيمكس,d5789445-11e3-4ad6-9297-b565216751141
3473.0,2025-08-13 00:00:00,رد سلفية من الحدائق للمنصورة,d5789445-11e3-4ad6-9297-b565216751141
3474.0,2025-08-14 00:00:00,عهدة موقع,d5789445-11e3-4ad6-9297-b565216751141
3475.0,2025-08-15 00:00:00,اعمال مبانى رامى خيرى,d5789445-11e3-4ad6-9297-b565216751141
3476.0,2025-08-17 00:00:00,عهدة موقع,d5789445-11e3-4ad6-9297-b565216751141
3477.0,2025-08-19 00:00:00,عهدة موقع,d5789445-11e3-4ad6-9297-b565216751141
3478.0,2025-08-19 00:00:00,عهدة موقع,d5789445-11e3-4ad6-9297-b565216751141
3479.0,2025-08-21 00:00:00,سلفية من الحياة كريمة للحدائق,d5789445-11e3-4ad6-9297-b565216751141
3480.0,2025-08-21 00:00:00,عهدة موقع,d5789445-11e3-4ad6-9297-b565216751141
3481.0,2025-08-26 00:00:00,عهدة موقع,d5789445-11e3-4ad6-9297-b565216751141
3482.0,2025-08-28 00:00:00,سلفية من الحياة كريمة للحدائق,d5789445-11e3-4ad6-9297-b565216751141
3483.0,2025-08-28 00:00:00,مورد حسام جمال حسنى اعمال يوبى فى سي,d5789445-11e3-4ad6-9297-b565216751141
3484.0,2025-08-31 00:00:00,عهدة موقع,d5789445-11e3-4ad6-9297-b565216751141
3485.0,2025-08-31 00:00:00,تعويضات 4,d5789445-11e3-4ad6-9297-b565216751141
3486.0,2025-08-31 00:00:00,تعويضات 4,d5789445-11e3-4ad6-9297-b565216751141
3487.0,2025-08-31 00:00:00,تعويضات 4,d5789445-11e3-4ad6-9297-b565216751141
3488.0,2025-09-03 00:00:00,تسديد جزء من راس المال حسنى علاء,d5789445-11e3-4ad6-9297-b565216751141
3489.0,2025-09-03 00:00:00,تسديد جزء من راس المال حسنى علاء,d5789445-11e3-4ad6-9297-b565216751141
3490.0,2025-09-03 00:00:00,تسديد جزء من راس المال حسنى علاء,d5789445-11e3-4ad6-9297-b565216751141
3490.0,2025-09-04 00:00:00,عهدة موقع,d5789445-11e3-4ad6-9297-b565216751141
3497.0,2025-09-12 00:00:00,رد سلفية من الحدائق للمنصورة,d5789445-11e3-4ad6-9297-b565216751141
3499.0,2025-09-16 00:00:00,عهدة موقع,d5789445-11e3-4ad6-9297-b565216751141
3500.0,2025-09-16 00:00:00,توريد خرسانة من هيمكس,d5789445-11e3-4ad6-9297-b565216751141
3501.0,2025-09-18 00:00:00,عهدة موقع,d5789445-11e3-4ad6-9297-b565216751141
3502.0,2025-09-19 00:00:00,دفعة من اعمال محارة السيد رجب,d5789445-11e3-4ad6-9297-b565216751141
3516.0,2025-10-30 00:00:00,سلفية من المنصورة للحدائق,d5789445-11e3-4ad6-9297-b565216751141
3517.0,2025-11-09 00:00:00,سلفية من المنصورة للحدائق,d5789445-11e3-4ad6-9297-b565216751141
3518.0,2025-10-30 00:00:00,عهدة موقع,d5789445-11e3-4ad6-9297-b565216751141
3519.0,2025-10-30 00:00:00,عهدة موقع,d5789445-11e3-4ad6-9297-b565216751141
3520.0,2025-11-09 00:00:00,عهدة موقع,d5789445-11e3-4ad6-9297-b565216751141
3521.0,2025-11-20 00:00:00,عهدة موقع,d5789445-11e3-4ad6-9297-b565216751141
3522.0,2025-09-16 00:00:00,بيع اصول ( خشب) 8600 كجم,d5789445-11e3-4ad6-9297-b565216751141
3522.0,2025-09-22 00:00:00,عهدة موقع,d5789445-11e3-4ad6-9297-b565216751141
3523.0,2025-09-22 00:00:00,عهدة موقع,d5789445-11e3-4ad6-9297-b565216751141
3523.0,2025-09-23 00:00:00,بيع اصول ( خشب) 2490 كجم,d5789445-11e3-4ad6-9297-b565216751141
3524.0,2025-09-24 00:00:00,بيع اصول ( خشب) 2795 كجم,d5789445-11e3-4ad6-9297-b565216751141
3525.0,2025-09-24 00:00:00,بيع خردة و فضلات ( اسلاك ),d5789445-11e3-4ad6-9297-b565216751141
3526.0,2025-10-02 00:00:00,بيع خردة و فضلات ,d5789445-11e3-4ad6-9297-b565216751141
3527.0,2024-05-09 00:00:00,من ح/ النقديه (تصفيه شغل منتصر وعمل له مستخلص ختامي ( عليه 71000),d5789445-11e3-4ad6-9297-b565216751141
3528.0,2024-05-23 00:00:00,الي ح/ منتصر (تصفيه الشغل وعمل له مستخلص ختامي ( عليه 71000),d5789445-11e3-4ad6-9297-b565216751141
3529.0,2023-08-17 00:00:00,دفعه من مستخلص مباني رامي  (5 شيك بنكي اجل بتاريخ 1/9 200000 ج،7/9 50000ج,d5789445-11e3-4ad6-9297-b565216751141
3530.0,2022-07-06 00:00:00,تحويل للصلبه,d5789445-11e3-4ad6-9297-b565216751141
3531.0,2022-08-02 00:00:00,تحويل للصلبه,d5789445-11e3-4ad6-9297-b565216751141
3532.0,2022-08-02 00:00:00,تحويل للصلبه,d5789445-11e3-4ad6-9297-b565216751141
3533.0,2022-08-21 00:00:00,تحويل للصلبه,d5789445-11e3-4ad6-9297-b565216751141
3544.0,2022-11-07 00:00:00,تحويل بنكي لشركه الكومي للصلب ,d5789445-11e3-4ad6-9297-b565216751141
3545.0,2022-11-07 00:00:00,تحويل  بنكي لشركه الشروق للصلب ,d5789445-11e3-4ad6-9297-b565216751141
3557.0,2024-01-21 00:00:00,تحويل لهيمكس ,d5789445-11e3-4ad6-9297-b565216751141
3558.0,2023-09-21 00:00:00,من ح راس المال ( دفعه من ح توريد الرمل ) ,d5789445-11e3-4ad6-9297-b565216751141
3559.0,2023-10-31 00:00:00,من ح راس المال ( دفعه من ح توريد الرمل ) ,d5789445-11e3-4ad6-9297-b565216751141
3560.0,2022-07-28 00:00:00,من حساب / عبده الجزار  (الخشب ),d5789445-11e3-4ad6-9297-b565216751141
3561.0,2022-08-07 00:00:00,من حساب / عبده الجزار  (الخشب ),d5789445-11e3-4ad6-9297-b565216751141
3562.0,2022-08-10 00:00:00,من حساب / عبده الجزار  (الخشب ),d5789445-11e3-4ad6-9297-b565216751141
3563.0,2025-11-02 00:00:00,دفعه من ح / احمد عاطف اسمنت ,d5789445-11e3-4ad6-9297-b565216751141
3564.0,2025-11-03 00:00:00,اصلاح بريزه مكسوره في الموقع ( شامل الحفر ) وليست بالخصم,d5789445-11e3-4ad6-9297-b565216751141
3565.0,2025-11-04 00:00:00,فرمجه عامود الخامس 39,d5789445-11e3-4ad6-9297-b565216751141
3566.0,2025-11-05 00:00:00,مصاريف بوفيه للاستشاري,d5789445-11e3-4ad6-9297-b565216751141
3567.0,2025-11-06 00:00:00,اكراميه سياره الانترلوك,d5789445-11e3-4ad6-9297-b565216751141
3568.0,2025-11-07 00:00:00,رسوم استخراج امر الدفع لمستخلص 33,d5789445-11e3-4ad6-9297-b565216751141
3569.0,2025-11-08 00:00:00,اكراميات في الجهاز لوظف الامن ,d5789445-11e3-4ad6-9297-b565216751141
3570.0,2025-11-09 00:00:00,مقطوعيه تركيب لوحات كهرباء الدور الارضي ع 33 + مرمات خراطيم الكهرباء الدور بالكامل وليست بالخصم ,d5789445-11e3-4ad6-9297-b565216751141
3571.0,2025-11-11 00:00:00,قاروره مياه ,d5789445-11e3-4ad6-9297-b565216751141
3572.0,2025-11-12 00:00:00,دفعه من ح اامير,d5789445-11e3-4ad6-9297-b565216751141
3573.0,2025-11-13 00:00:00,قاروره مياه ,d5789445-11e3-4ad6-9297-b565216751141
3574.0,2025-11-16 00:00:00, 2 قاروره مياه ,d5789445-11e3-4ad6-9297-b565216751141
3575.0,2025-11-17 00:00:00,ادوات مكتبيه للمحاسب ( رزمه ورق a4 +  كشكول ) ,d5789445-11e3-4ad6-9297-b565216751141
3576.0,2025-11-18 00:00:00,سهره استشاري لاستلام اختبار عزل سطح عماره 44,d5789445-11e3-4ad6-9297-b565216751141
3577.0,2025-11-19 00:00:00,دفعه من سركي العماله ,d5789445-11e3-4ad6-9297-b565216751141
3578.0,2025-11-20 00:00:00,دفعه من ح / توريد ابوعوده توريد رمل,d5789445-11e3-4ad6-9297-b565216751141
3580.0,2025-11-22 00:00:00,ايجار شقه مهندس محمد شهر 11,d5789445-11e3-4ad6-9297-b565216751141
3581.0,2025-11-24 00:00:00,دفعه من ح عبدالكريم النجار ,d5789445-11e3-4ad6-9297-b565216751141
3582.0,2025-11-29 00:00:00,قاروره مياه  ,d5789445-11e3-4ad6-9297-b565216751141
3583.0,2025-11-30 00:00:00,دفعه من ح / توريد ابوعوده توريد رمل,d5789445-11e3-4ad6-9297-b565216751141
3584.0,2025-11-30 00:00:00,عهدة موقع,d5789445-11e3-4ad6-9297-b565216751141
3585.0,2025-12-31 00:00:00,اجمالي التكاليف,d5789445-11e3-4ad6-9297-b565216751141
3586.0,2025-12-31 00:00:00,اجمالي التكاليف,d5789445-11e3-4ad6-9297-b565216751141
